"REF_DATE","GEO","DGUID","Trade","United States","Harmonized System (HS) Sections","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-04","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","33489","","","","0"
"2018-05","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","36171","","","","0"
"2018-06","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","35601","","","","0"
"2018-07","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","37146","","","","0"
"2018-08","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","37925","","","","0"
"2018-09","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","38297","","","","0"
"2018-10","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","39374","","","","0"
"2018-11","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","36756","","","","0"
"2018-12","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","36495","","","","0"
"2019-01","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","33164","","","","0"
"2019-02","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","31829","","","","0"
"2019-03","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","37504","","","","0"
"2019-04","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","33257","","","","0"
"2019-05","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","32947","","","","0"
"2019-06","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","32757","","","","0"
"2019-07","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","33242","","","","0"
"2019-08","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","34227","","","","0"
"2019-09","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","35102","","","","0"
"2019-10","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","38403","","","","0"
"2019-11","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","37422","","","","0"
"2019-12","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","33618","","","","0"
"2020-01","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","36812","","","","0"
"2020-02","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","33120","","","","0"
"2020-03","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","41762","","","","0"
"2020-04","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","33831","","","","0"
"2020-05","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","36193","","","","0"
"2020-06","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","41048","","","","0"
"2020-07","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","40856","","","","0"
"2020-08","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","47320","","","","0"
"2020-09","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","47221","","","","0"
"2020-10","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","53300","","","","0"
"2020-11","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","42306","","","","0"
"2020-12","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","40462","","","","0"
"2021-01","Canada","2016A000011124","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113371982","1.4.1.4","35366","","","","0"
